URL,Title,Category,Date,Story,Source
https://www.astroawani.com/berita-malaysia/kpm-siasat-video-tular-guru-marah-murid-di-kantin-fadhlina-522421,KPM siasat video tular guru marah murid di kantin - Fadhlina,Berita Malaysia,26/05/2025 16:06 MYT,"KUALA LUMPUR: Menteri Pendidikan, Fadhlina Sidek memberi peringatan kepada guru agar sentiasa menjaga integriti dan mematuhi etika di bawah Standard Guru Malaysia (SGM) 2.0 dalam melaksanakan tugas serta tanggungjawab masing-masing.",Astro Awani
https://www.astroawani.com/berita-dunia/grid-tenaga-asean-malaysia-singapura-vietnam-tandatangan-perjanjian-522423,"Grid Tenaga ASEAN: Malaysia, Singapura, Vietnam tandatangan perjanjian",Berita Dunia,26/05/2025 16:00 MYT,"KUALA LUMPUR: Malaysia, Vietnam dan Singapura hari ini memeterai perjanjian melibatkan projek Grid Tenaga ASEAN yang disifatkan sebagai satu kerjasama penting di rantau ini.",Astro Awani
https://www.astroawani.com/berita-dunia/perdana-menteri-china-li-qiang-tiba-di-malaysia-untuk-sidang-kemuncak-aseangccchina-522418,Perdana Menteri China Li Qiang tiba di Malaysia untuk Sidang Kemuncak ASEAN-GCC-China,Berita Dunia,26/05/2025 15:49 MYT,SEPANG: Perdana Menteri China Li Qiang tiba di sini hari ini bagi menghadiri Sidang Kemuncak ASEAN-Majlis Kerjasama Teluk (GCC)-China yang diadakan buat julung-julung kalinya di Kuala Lumpur.,Astro Awani
https://www.astroawani.com/berita-malaysia/pengurus-ejen-insurans-rugi-rm695000-angkara-pelaburan-tidak-wujud-522398,"Pengurus ejen insurans rugi RM695,000 angkara pelaburan tidak wujud",Berita Malaysia,26/05/2025 15:45 MYT,"KUANTAN: Seorang pengurus ejen insurans kerugian RM695,000 akibat terpedaya skim pelaburan tidak wujud yang diiklankan di laman Facebook, bulan lepas.",Astro Awani
https://www.astroawani.com/berita-malaysia/batik-air-tawar-penerbangan-harian-ke-bangkok-dan-kuching-dari-subang-522417,Batik Air tawar penerbangan harian ke Bangkok dan Kuching dari Subang,Berita Malaysia,26/05/2025 15:30 MYT,"KUALA LUMPUR: Batik Air akan mengendalikan penerbangan harian ke Lapangan Terbang Antarabangsa Bangkok Don Mueang (DMK) dari Lapangan Terbang Sultan Abdul Aziz, Subang (SZB), mulai 28 Julai ini.",Astro Awani
https://www.astroawani.com/berita-malaysia/lebih-20000-warga-emas-di-shah-alam-layak-mohon-golden-parking-522407,"Lebih 20,000 warga emas di Shah Alam layak mohon ‘Golden Parking’",Berita Malaysia,26/05/2025 15:30 MYT,"SHAH ALAM: Dianggarkan lebih 20,000 warga emas layak memohon inisiatif parkir percuma atau ‘Golden Parking’ yang diperkenalkan Majlis Bandaraya Shah Alam (MBSA) bersempena sambutan Jubli Perak 25 Tahun Bandar Raya Shah Alam.",Astro Awani
https://www.astroawani.com/berita-malaysia/tiada-pembabitan-ahli-politik-dalam-kes-kehilangan-pamela-ling-522411,Tiada pembabitan ahli politik dalam kes kehilangan Pamela Ling,Berita Malaysia,26/05/2025 15:25 MYT,KUALA LUMPUR: Siasatan mendapati tiada pembabitan ahli politik dalam kes Datin Seri Pamela Ling Yueh yang dilaporkan hilang sejak 9 April lalu.,Astro Awani
https://www.astroawani.com/berita-malaysia/terkini-haji-2025-95-peratus-khemah-siap-di-arafah-522415,TERKINI HAJI 2025: 95 peratus khemah siap di Arafah,Berita Malaysia,26/05/2025 15:11 MYT,ARAFAH: Pemasangan khemah di Arafah siap 95 peratus dan dijangka lengkap sepenuhnya dalam tempoh tiga hari.,Astro Awani
https://www.astroawani.com/berita-malaysia/aipa-malaysia-tegaskan-komitmen-berterusan-ambil-kira-aspek-serantau-pm-anwar-522412,"AIPA: Malaysia tegaskan komitmen berterusan, ambil kira aspek serantau - PM Anwar",Berita Malaysia,26/05/2025 15:00 MYT,KUALA LUMPUR: Malaysia akan meletakkan komitmen berterusan dalam Perhimpunan Antara Parlimen ASEAN ke-14 (ASEAN-AIPA Interface) dengan mengambil kira beberapa aspek penting serantau.,Astro Awani
https://www.astroawani.com/berita-malaysia/dua-lelaki-ditakwa-guna-notis-saman-palsu-letak-di-kereta-awam-522409,Dua lelaki didakwa guna ‘notis saman’ palsu letak di kereta awam,Berita Malaysia,26/05/2025 14:45 MYT,"KUALA LUMPUR: Dua pengurus program permotoran mengaku tidak bersalah di dua Mahkamah Majistret di sini pada Isnin, atas dua pertuduhan menggunakan notis ‘Saman Hadir’ palsu menyerupai dokumen rasmi polis bagi menipu orang ramai, di dua tempat letak kereta, dua minggu lalu.",Astro Awani
https://www.astroawani.com/berita-malaysia/tipu-skim-perumahan-ribj-penjawat-awam-bekas-eksekutif-mengaku-tidak-bersalah-522410,"Tipu skim perumahan RIBJ: Penjawat awam, bekas eksekutif mengaku tidak bersalah",Berita Malaysia,26/05/2025 14:30 MYT,"JOHOR BAHRU: Seorang penjawat awam dan seorang bekas eksekutif kewangan mengaku tidak bersalah di Mahkamah Sesyen di sini pada Isnin atas dua pertuduhan menipu membabitkan Projek Perumahan Rumah Impian Bangsa Johor (RIBJ) melibatkan kerugian keseluruhan sebanyak RM24,000.",Astro Awani
https://www.astroawani.com/berita-dunia/timorleste-yakin-jadi-anggota-tetap-asean-oktober-ini-522408,Timor-Leste yakin jadi anggota tetap ASEAN Oktober ini,Berita Dunia,26/05/2025 14:20 MYT,"KUALA LUMPUR: Perdana Menteri Timor-Leste, Kay Rala Xanana Gusmao yakin negara itu dapat memenuhi instrumen untuk menjadi anggota tetap ASEAN pada Oktober ini.",Astro Awani
https://www.astroawani.com/berita-malaysia/jaim-tarik-sijil-halal-dua-hotel-lima-bintang-anjur-parti-arak-522404,JAIM tarik sijil halal dua hotel lima bintang anjur parti arak,Berita Malaysia,26/05/2025 14:10 MYT,MELAKA: Jabatan Agama Islam Melaka (JAIM) bertindak tegas menarik balik Sijil Pengesahan Halal Malaysia (SPHM) dua hotel lima bintang di Banda Hilir selepas didapati menganjurkan ‘parti arak’ dua minggu lalu.,Astro Awani
https://www.astroawani.com/gaya-hidup/taman-tema-air-ala-kampung-tumpuan-riadah-masyarakat-setempat-kurang-berkemampuan-522388,"Taman tema air ala kampung tumpuan riadah masyarakat setempat, kurang berkemampuan",Gaya Hidup,26/05/2025 13:52 MYT,"TANAH MERAH: Seorang penternak dan pengusaha telur burung puyuh di Kampung Bechah Laut, di sini, memanfaatkan tanah ladang dengan membina sebuah taman tema air untuk memenuhi keperluan riadah dan hiburan penduduk luar bandar.",Astro Awani
https://www.astroawani.com/berita-malaysia/anwar-tulis-surat-kepada-trump-mahu-sokongan-anjur-sidang-kemuncak-khas-asean-522405,"Anwar tulis surat kepada Trump, mahu sokongan anjur Sidang Kemuncak Khas ASEAN-AS",Berita Malaysia,26/05/2025 13:50 MYT,"KUALA LUMPUR: Perdana Menteri, Datuk Seri Anwar Ibrahim berkata pihaknya telah menulis surat kepada Presiden Donald Trump bagi memohon sokongan beliau untuk menganjurkan satu pertemuan antara ASEAN dan Amerika Syarikat (AS).",Astro Awani
https://www.astroawani.com/berita-malaysia/sarawak-laksana-ujian-penilaian-updlp-murid-tahun-enam-oktober-ini-522403,Sarawak laksana ujian penilaian UPDLP murid Tahun Enam Oktober ini,Berita Malaysia,26/05/2025 13:40 MYT,"KUCHING: Ujian penilaian Program Dwibahasa Sarawak (UPDLP Sarawak) bagi murid Tahun Enam akan diadakan pada 15 dan 16 Oktober tahun ini, kata Menteri Pendidikan, Inovasi dan Pembangunan Bakat Sarawak Datuk Seri Roland Sagah Wee Inn.",Astro Awani
https://www.astroawani.com/berita-malaysia/pempengaruh-hantar-mesej-lucah-disambung-reman-lagi-522400,Pempengaruh hantar mesej lucah disambung reman lagi,Berita Malaysia,26/05/2025 13:30 MYT,GOMBAK: Seorang pempengaruh yang ditahan polis bagi membantu siasatan berhubung kes beberapa mesej berbaur lucah kepada seorang remaja perempuan berusia 14 tahun disambung reman sehingga esok.,Astro Awani
https://www.astroawani.com/berita-malaysia/pengawal-keselamatan-maut-ditetak-kerana-selisih-faham-522392,Pengawal keselamatan maut ditetak kerana selisih faham,Berita Malaysia,26/05/2025 13:15 MYT,"KUALA LUMPUR: Seorang pengawal keselamatan maut ditetak rakannya di Taman Intan Baiduri, di sini, pada Ahad.",Astro Awani
https://www.astroawani.com/berita-malaysia/kkm-tawar-vaksin-tdap-percuma-kepada-ibu-mengandung-522401,KKM tawar vaksin Tdap percuma kepada ibu mengandung,Berita Malaysia,26/05/2025 13:11 MYT,"PUTRAJAYA: Kementerian Kesihatan Malaysia (KKM) kini menawarkan vaksin imunisasi Tdap secara percuma kepada ibu mengandung yang berada dalam usia kehamilan antara 28 hingga 32 minggu, bermula hari ini.",Astro Awani
https://www.astroawani.com/berita-dunia/sasaran-peralihan-tenaga-asean-perlukan-3-trilion-menjelang-2050-fadillah-522391,"Sasaran peralihan tenaga, ASEAN perlukan AS$3 trilion menjelang 2050 - Fadillah",Berita Dunia,26/05/2025 12:15 MYT,KUALA LUMPUR: ASEAN memerlukan sekurang-kurangnya AS$3 trilion jumlah pelaburan menjelang tahun 2050 untuk mencapai sasaran peralihan tenaga melalui pelaburan kumulatif menjelang 2050.,Astro Awani
https://www.astroawani.com/berita-dunia/asean-perlu-perkukuh-integrasi-perluas-potensi-tenaga-boleh-diperbaharui-fadillah-522386,"ASEAN perlu perkukuh integrasi, perluas potensi tenaga boleh diperbaharui - Fadillah",Berita Dunia,26/05/2025 11:45 MYT,KUALA LUMPUR: ASEAN perlu terus memperkukuhkan integrasi fizikal dan institusi dalam usaha memperluas potensi tenaga boleh diperbaharui.,Astro Awani
https://www.astroawani.com/berita-malaysia/sidang-kemuncak-aseangccchina-perkukuh-kerjasama-serantau-dalam-dunia-multipolar-pm-522374,Sidang Kemuncak ASEAN-GCC-China: Perkukuh kerjasama serantau dalam dunia multipolar - PM,Berita Malaysia,26/05/2025 10:00 MYT,KUALA LUMPUR: Penganjuran Sidang Kemuncak ASEAN-GCC-China yang pertama dalam sejarah merupakan satu titik penting dalam landskap kerjasama serantau dan antarabangsa.,Astro Awani
https://www.astroawani.com/berita-sukan/lebih-5000-peminat-4x4-banjiri-stadium-shah-alam-522371,"Lebih 5,000 peminat 4x4 banjiri Stadium Shah Alam",Berita Sukan,26/05/2025 09:20 MYT,"KUALA LUMPUR: Lebih 5,000 peminat dunia automotif membanjiri pekarangan parkir Stadium Shah Alam pada Ahad bagi memeriahkan acara sulung Truck Fighter 1.0 Meet & Show, yang merupakan satu perhimpunan terbesar komuniti 4x4 di Malaysia.",Astro Awani
https://www.astroawani.com/berita-malaysia/polis-marin-patahkan-cubaan-seludup-44-kampit-beras-siam-522382,Polis Marin patahkan cubaan seludup 44 kampit beras Siam,Berita Malaysia,26/05/2025 08:45 MYT,"KOTA BHARU: Pasukan Polis Marin (PPM) Wilayah Tiga mematahkan cubaan menyeludup masuk 44 kampit beras Siam seberat 1.1 tan dalam operasi di Kampung Mahligai dekat Gunong, Bachok semalam.",Astro Awani
