URL,Title,Category,Date,Story
https://www.astroawani.com/berita-malaysia/polis-siasat-portal-berita-dakwa-penemuan-mayat-pamela-ling-521563,Polis siasat portal berita dakwa penemuan mayat Pamela Ling,Berita Malaysia,20/05/2025 16:55 MYT,"KUALA LUMPUR: Polis menjalankan siasatan terhadap sebuah portal berita dalam talian yang disyaki menyiarkan laporan berhubung penemuan mayat Datin Seri Pamela Ling Yueh, di sebuah rumah di Petaling Jaya sehingga tular di media sosial semalam."
https://www.astroawani.com/berita-malaysia/lima25-kementerian-komunikasi-melalui-mcmc-fokus-capaian-internet-yang-baik-521565,LIMA’25: Kementerian Komunikasi melalui MCMC fokus capaian internet yang baik,Berita Malaysia,20/05/2025 16:52 MYT,"LANGKAWI: Kementerian Komunikasi akan meneruskan pemantauan untuk memastikan capaian internet sepanjang penganjuran Pameran Maritim dan Aeroangkasa Antarabangsa Langkawi 2025 (LIMA'25), mencapai kelajuan yang tinggi."
https://www.astroawani.com/berita-malaysia/bekas-juruwang-bank-didakwa-pecah-amanah-keluar-wang-akademi-alquran-tanpa-kebenaran-521554,"Bekas juruwang bank didakwa pecah amanah, keluar wang akademi al-Quran tanpa kebenaran",Berita Malaysia,20/05/2025 16:50 MYT,"ALOR SETAR: Seorang bekas juruwang sebuah bank di Padang Terap dekat sini mengaku tidak bersalah di Mahkamah Sesyen di sini hari ini atas empat pertuduhan melakukan pecah amanah wang milik pelanggan bank itu berjumlah RM55,000."
https://www.astroawani.com/berita-malaysia/kegagalan-bmf-penuhi-syarat-punca-projek-itto-di-hulu-baram-ditamatkan-521533,Kegagalan BMF penuhi syarat punca projek ITTO di Hulu Baram ditamatkan,Berita Malaysia,20/05/2025 16:32 MYT,"KUCHING: Kegagalan badan aktivis alam sekitar berpangkalan di Switzerland, Bruno Manser Fonds (BMF) untuk memenuhi syarat ditetapkan kerajaan Sarawak menyebabkan Projek Kawasan Hutan Hulu Baram oleh Pertubuhan Kayu Tropika Antarabangsa (ITTO) ditamatkan."
https://www.astroawani.com/berita-malaysia/umat-islam-diseru-laksana-solat-hajat-qunut-nazilah-tanda-solidariti-terhadap-palestin-521553,"Umat Islam diseru laksana solat Hajat, Qunut Nazilah tanda solidariti terhadap Palestin",Berita Malaysia,20/05/2025 16:28 MYT,KUALA LUMPUR: Seluruh umat Islam di negara ini diseru menzahirkan solidariti dan keprihatinan terhadap penderitaan rakyat Palestin dengan melaksanakan solat Hajat dan Qunut Nazilah di seluruh masjid dan surau di bawah seliaan Jabatan Kemajuan Islam Malaysia (JAKIM) dan Jabatan Agama Islam Wilayah Persekutuan (JAWI).
https://www.astroawani.com/berita-malaysia/kanakkanak-rohingya-ditemukan-lemas-enam-kilometer-dari-lokasi-dilaporkan-hilang-521560,Kanak-kanak Rohingya ditemukan lemas enam kilometer dari lokasi dilaporkan hilang,Berita Malaysia,20/05/2025 16:20 MYT,"KUALA LUMPUR: Seorang kanak-kanak perempuan warga Rohingya yang dilaporkan hilang selepas dihanyutkan arus deras air longkang berhampiran Dewan MPAJ Kampung Cheras Baru, Ampang malam tadi, ditemukan lemas pagi ini."
https://www.astroawani.com/berita-malaysia/sidang-kemuncak-asean-2025-waktu-operasi-rel-rapid-kl-dilanjut-521548,Sidang Kemuncak ASEAN 2025: Waktu operasi rel Rapid KL dilanjut,Berita Malaysia,20/05/2025 15:59 MYT,"KUALA LUMPUR: Rapid KL akan melanjutkan waktu operasi perkhidmatan rel serta meningkatkan kekerapan tren di sekitar Lembah Klang dari 23 hingga 27 Mei ini, sempena Sidang Kemuncak ASEAN ke-46 yang bakal berlangsung di Kuala Lumpur dan Putrajaya."
https://www.astroawani.com/berita-malaysia/asean-sentimen-positif-belia-di-sebalik-kurang-pendedahan-pengetahuan-521550,"ASEAN: Sentimen positif belia di sebalik kurang pendedahan, pengetahuan",Berita Malaysia,20/05/2025 15:49 MYT,"KUALA LUMPUR: Walaupun ramai belia Malaysia tidak begitu arif tentang ASEAN, sokongan dan rasa bangga mereka terhadap keahlian Malaysia dalam pertubuhan serantau ini sangat baik."
https://www.astroawani.com/berita-malaysia/anggota-polis-disyaki-minta-terima-rasuah-rm25000-direman-enam-hari-521531,"Anggota polis disyaki minta, terima rasuah RM25,000 direman enam hari",Berita Malaysia,20/05/2025 15:46 MYT,"KUALA TERENGGANU: Suruhanjaya Pencegahan Rasuah Malaysia (SPRM) negeri Terengganu hari ini menahan reman seorang anggota polis yang disyaki meminta dan menerima rasuah berjumlah kira-kira RM25,000, pada Oktober 2020."
https://www.astroawani.com/berita-malaysia/jejak-alharamain-th-tunai-badal-haji-jemaah-meninggal-dunia-tahun-ini-521546,Jejak Al-Haramain: TH tunai badal haji jemaah meninggal dunia tahun ini,Berita Malaysia,20/05/2025 15:30 MYT,"MEKAH: Tabung Haji (TH) melaksanakan badal haji untuk dua jemaah dari Malaysia yang meninggal dunia baru-baru ini, bagi menyempurnakan ibadat haji mereka."
https://www.astroawani.com/berita-malaysia/isu-minyak-gas-selesai-dengan-baik-tak-jejas-petronas-dan-kepentingan-sarawak-dipelihara-tun-m-521539,"Isu minyak & gas: Selesai dengan baik, tak jejas Petronas dan kepentingan Sarawak dipelihara - Tun M",Berita Malaysia,20/05/2025 15:22 MYT,"KUALA LUMPUR: Sebarang keputusan melibatkan pengurusan sumber minyak dan gas antara Petroliam Nasional Berhad (Petronas) dan Petroleum Sarawak Berhad (Petros) memerlukan pindaan undang-undang, yang mesti dipersetujui oleh Kerajaan Pusat dan Kerajaan Negeri."
https://www.astroawani.com/berita-malaysia/ekosistem-baharu-pembelajaran-tvet-perlu-dipercepat-ahmad-zahid-521527,Ekosistem baharu pembelajaran TVET perlu dipercepat - Ahmad Zahid,Berita Malaysia,20/05/2025 15:15 MYT,"LANGKAWI: Ekosistem baharu pembelajaran khususnya dalam bidang Pendidikan dan Latihan Teknikal dan Vokasional (TVET) perlu dipercepat bagi mencapai sasaran kerajaan untuk melahirkan 60,000 jurutera berkemahiran tinggi."
https://www.astroawani.com/berita-malaysia/lima25-kdn-tandatangani-empat-kontrak-serah-loi-loa-bernilai-rm1469-bilion-521529,"LIMA'25: KDN tandatangani empat kontrak, serah LOI, LOA bernilai RM1.469 bilion",Berita Malaysia,20/05/2025 15:00 MYT,"LANGKAWI: Kementerian Dalam Negeri (KDN) menandatangani empat kontrak dengan syarikat tempatan dan luar negara, dengan nilai keseluruhan RM1.469 bilion pada Pameran Maritim dan Aeroangkasa Antarabangsa Langkawi 2025 (LIMA'25), di sini hari ini."
https://www.astroawani.com/berita-malaysia/nahas-fru-lima-masih-di-hospital-521532,Nahas FRU: Lima masih di hospital,Berita Malaysia,20/05/2025 14:46 MYT,"IPOH: Lima anggota Pasukan Simpanan Persekutuan (FRU) yang terlibat dalam kemalangan membabitkan kenderaan pasukan dengan lori muatan batu di Teluk Intan minggu lepas, masih menerima rawatan di hospital."
https://www.astroawani.com/berita-malaysia/polis-gagalkan-cubaan-seludup-minuman-keras-guna-van-sekolah-521522,Polis gagalkan cubaan seludup minuman keras guna van sekolah,Berita Malaysia,20/05/2025 14:00 MYT,"KUALA LUMPUR: Cubaan seorang lelaki untuk menyeludup minuman keras tidak bercukai menggunakan van sekolah gagal apabila ditahan Pasukan Polis Marin (PPM) di kawasan parkir Taman Sri Gadong, Klang dekat sini semalam."
https://www.astroawani.com/berita-malaysia/ancaman-siber-kes-ransomware-melonjak-78-peratus-521525,Ancaman siber: Kes ‘ransomware’ melonjak 78 peratus,Berita Malaysia,20/05/2025 13:51 MYT,"KUALA LUMPUR : Ancaman siber seperti serangan perisian tebusan atau ‘ransomware’ melonjak 78 peratus pada suku keempat 2024, kata Menteri Digital Gobind Singh Deo."
https://www.astroawani.com/berita-malaysia/pemandu-lori-nahas-trak-fru-mengaku-tidak-bersalah-curi-lembu-521528,Pemandu lori nahas trak FRU mengaku tidak bersalah curi lembu,Berita Malaysia,20/05/2025 13:37 MYT,"TELUK INTAN: Pemandu lori yang menghadapi pertuduhan memandu secara berbahaya hingga menyebabkan kematian sembilan anggota Pasukan Simpanan Persekutuan (FRU), dihadapkan ke Mahkamah Majistret di sini hari ini atas pertuduhan mencuri dua ekor lembu, bulan lepas."
https://www.astroawani.com/berita-malaysia/polis-tahan-pengawal-keselamatan-didakwa-lakukan-pemerasan-di-hospital-521520,Polis tahan pengawal keselamatan didakwa lakukan pemerasan di hospital,Berita Malaysia,20/05/2025 13:27 MYT,KAJANG : Polis Daerah Kajang mengesahkan penahanan seorang pengawal keselamatan susulan satu kejadian tular di media sosial membabitkan dakwaan pemerasan terhadap seorang pengunjung hospital.
https://www.astroawani.com/berita-malaysia/kerajaan-negeri-selangor-arah-pbt-hentikan-sita-sertamerta-iklan-produk-vape-521523,"Kerajaan Negeri Selangor arah PBT hentikan, sita serta-merta iklan produk vape",Berita Malaysia,20/05/2025 13:19 MYT,"KUALA LUMPUR: Kerajaan Negeri Selangor mengarahkan semua pihak berkuasa tempatan (PBT) untuk menghentikan dan menyita serta-merta sebarang bentuk iklan berkaitan produk rokok elektronik (vape) di negeri Selangor, sama ada di medium fizikal mahupun digital."
https://www.astroawani.com/berita-malaysia/enam-struktur-haram-rumah-ibadat-bukan-islam-di-pulau-pinang-kena-tindakan-521509,Enam struktur haram Rumah Ibadat Bukan Islam di Pulau Pinang kena tindakan,Berita Malaysia,20/05/2025 12:20 MYT,GEORGE TOWN: Sebanyak enam struktur Rumah Ibadat Bukan Islam (RIBI) tanpa kebenaran di Pulau Pinang telah dikenakan tindakan penguatkuasaan oleh pihak berkuasa tempatan (PBT).
https://www.astroawani.com/berita-malaysia/nenek-cucu-rentung-rumah-terbakar-521510,"Nenek, cucu rentung rumah terbakar",Berita Malaysia,20/05/2025 12:10 MYT,"KOTA KINABALU: Seorang wanita warga emas dan cucunya ditemukan rentung dalam kejadian kebakaran rumah di Lorong Gusin Tiga, Kampung Pulau Penampang, di sini pada awal pagi Selasa."
https://www.astroawani.com/berita-malaysia/menteri-kesihatan-antara-tiga-rakyat-malaysia-terima-anugerah-who-521513,Menteri Kesihatan antara tiga rakyat Malaysia terima anugerah WHO,Berita Malaysia,20/05/2025 12:00 MYT,"SHAH ALAM: Tiga rakyat Malaysia telah dianugerahkan ‘World No Tobacco Day Award’ oleh Ketua Pengarah Pertubuhan Kesihatan Sedunia (WHO), Dr Tedros Adhanom Ghebreyesus semasa sesi pembukaan Perhimpunan Kesihatan Sedunia tahunan baru-baru ini."
https://www.astroawani.com/berita-malaysia/pm-lancar-ribat-hmltv-pertama-keluaran-negara-521505,"PM lancar 'RIBAT', HMLTV pertama keluaran negara",Berita Malaysia,20/05/2025 11:30 MYT,"LANGKAWI: Perdana Menteri Datuk Seri Anwar Ibrahim hari ini melancarkan ""RIBAT"", kenderaan taktikal ringan mobiliti tinggi (HMLTV) pertama yang direka bentuk dan dibina sepenuhnya oleh syarikat tempatan Mildef International Technologies Sdn Bhd (MILDEF)."
https://www.astroawani.com/berita-malaysia/malaysia-tuan-rumah-acara-sampingan-wha78-di-geneva-switzerland-521503,"Malaysia tuan rumah acara sampingan WHA78 di Geneva, Switzerland",Berita Malaysia,20/05/2025 11:20 MYT,"PUTRAJAYA: Malaysia buat julung kalinya menjadi tuan rumah acara sampingan sempena Perhimpunan Kesihatan Sedunia kali ke-78 (WHA78) di Geneva, Switzerland, semalam (19 Mei)."
https://www.astroawani.com/berita-malaysia/eaic-dedah-siasatan-jpn-berhubung-kes-kad-pengenalan-lewat-lebih-10-tahun-521502,EAIC dedah siasatan JPN berhubung kes kad pengenalan lewat lebih 10 tahun,Berita Malaysia,20/05/2025 11:10 MYT,PUTRAJAYA: Suruhanjaya Integriti Agensi Penguatkuasaan (EAIC) mendedahkan satu siasatan permohonan kad pengenalan dikendalikan Jabatan Pendaftaran Negara (JPN) mengalami kelewatan serius sehingga mengambil masa lebih 10 tahun untuk diselesaikan.
https://www.astroawani.com/berita-malaysia/agong-kurnia-surat-cara-pelantikan-kepada-tiga-hakim-521499,Agong kurnia surat cara pelantikan kepada tiga hakim,Berita Malaysia,20/05/2025 10:50 MYT,"KUALA LUMPUR: Yang di-Pertuan Agong, Sultan Ibrahim hari ini berkenan menerima menghadap dan mengurniakan surat cara pelantikan kepada tiga hakim di Istana Negara di sini."
https://www.astroawani.com/berita-malaysia/bayi-13-bulan-didera-pengasuh-lebam-di-beberapa-anggota-badan-521498,"Bayi 13 bulan didera pengasuh, lebam di beberapa anggota badan",Berita Malaysia,20/05/2025 10:40 MYT,PARIT: Seorang bayi lelaki berusia 13 bulan disyaki menjadi mangsa dera pengasuh dalam kejadian yang berlaku di Seri Iskandar pada Isnin.
https://www.astroawani.com/berita-malaysia/lima25-buka-tirai-hari-ini-tonjol-inovasi-aeroangkasa-dan-maritim-terkini-521489,"LIMA’25 buka tirai hari ini, tonjol inovasi aeroangkasa dan maritim terkini",Berita Malaysia,20/05/2025 09:10 MYT,LANGKAWI: Keheningan ruang angkasa Langkawi sekali lagi digegarkan oleh deruman enjin pesawat manakala lautannya pula beralun megah dengan kehadiran aset-aset pertahanan pelbagai negara yang menyertai Pameran Maritim dan Aeroangkasa Antarabangsa Langkawi 2025 (LIMA'25).
https://www.astroawani.com/berita-malaysia/bom-perang-dunia-kedua-dijumpai-di-tapak-pembinaan-di-tanjung-tokong-521488,Bom perang dunia kedua dijumpai di tapak pembinaan di Tanjung Tokong,Berita Malaysia,20/05/2025 09:00 MYT,"GEORGE TOWN: Sebutir bom dipercayai peninggalan Perang Dunia Kedua jenis unexploded ordnance (UXO) dan disyaki masih aktif ditemukan di tapak pembinaan di Jalan Seri Tanjung Pinang, Tanjung Tokong, di sini, malam tadi."
https://www.astroawani.com/berita-malaysia/toyota-alphard-ustaz-firdaus-firabib-sudah-jumpa-dron-dan-kamera-lesap-521481,"Toyota Alphard Ustaz Firdaus Firabib sudah jumpa, dron dan kamera lesap",Berita Malaysia,20/05/2025 08:10 MYT,"SUNGAI PETANI: Kenderaan mewah jenis Toyota Alphard milik Ustaz Firdaus Firabib yang hilang pada Sabtu telah ditemukan di Bukit Merah, Perak."
https://www.astroawani.com/berita-malaysia/lelaki-ditahan-rosakkan-kuil-hindu-suspek-dakwa-dengar-bisikan-521442,"Lelaki ditahan rosakkan kuil hindu, suspek dakwa dengar 'bisikan'",Berita Malaysia,20/05/2025 08:00 MYT,"AMPANG JAYA: Seorang lelaki berusia 33 tahun ditahan polis selepas dipercayai memecah masuk dan merosakkan struktur logam yang dikenali sebagai sullam di sebuah kuil Hindu di Taman Sri Ampang, di sini, pagi Isnin."
https://www.astroawani.com/berita-malaysia/seorang-maut-empat-cedera-nahas-beberapa-kenderaan-di-lebuh-raya-utara-selatan-521483,"Seorang maut, empat cedera nahas beberapa kenderaan di Lebuh Raya Utara Selatan",Berita Malaysia,20/05/2025 07:40 MYT,"TANJUNG MALIM: Seorang maut, manakala empat lagi cedera dalam kemalangan membabitkan beberapa buah kenderaan di Kilometer 366 Lebuhraya Utara-Selatan, antara Sungkai dan Slim River, malam tadi."
https://www.astroawani.com/berita-malaysia/jejak-alharamain-che-lah-sempat-bergambar-sebagai-kenangan-521475,Jejak Al-Haramain: Che Lah sempat bergambar sebagai kenangan,Berita Malaysia,20/05/2025 07:20 MYT,"MEKAH: Permintaan terakhir Allahyarham Abdullah Mat atau Che Lah, bergambar beramai-ramai sebagai kenangan."
https://www.astroawani.com/berita-malaysia/jejak-alharamain-che-lah-suka-sedekah-521476,Jejak Al-Haramain: Che Lah suka sedekah,Berita Malaysia,20/05/2025 07:10 MYT,MEKAH: “Ibarat patah sebelah sayap.”
https://www.astroawani.com/berita-malaysia/lima25-komitmen-malaysia-untuk-kesiapsiagaan-pertahanan-keamanan-serantau-pm-anwar-521473,"LIMA’25: Komitmen Malaysia untuk kesiapsiagaan pertahanan, keamanan serantau - PM Anwar",Berita Malaysia,20/05/2025 06:40 MYT,"LANGKAWI: Penganjuran Pameran Maritim dan Aeroangkasa Antarabangsa Langkawi 2025 (LIMA'25) mencerminkan komitmen kuat Malaysia terhadap kesiapsiagaan pertahanan, keamanan serantau dan kerjasama strategik dalam menghadapi cabaran keselamatan global yang berkembang pesat, kata Perdana Menteri, Datuk Seri Anwar Ibrahim."
https://www.astroawani.com/berita-malaysia/asean-ulangi-komitmen-perkukuh-keselamatan-kesihatan-global-dzulkefly-521471,ASEAN ulangi komitmen perkukuh keselamatan kesihatan global - Dzulkefly,Berita Malaysia,20/05/2025 06:20 MYT,KUALA LUMPUR: Negara anggota ASEAN mengulangi komitmen mereka dalam usaha memperkukuh keselamatan kesihatan global dan daya tahan serantau berlandaskan prinsip-prinsip solidariti serta kesaksamaan pascapandemik COVID-19.
https://www.astroawani.com/berita-malaysia/jabatan-audit-negara-kini-boleh-audit-1856-syarikat-glc-521461,"Jabatan Audit Negara kini boleh audit 1,856 syarikat GLC",Berita Malaysia,20/05/2025 05:45 MYT,"KUALA LUMPUR: Pindaan Akta Audit 1957 (Akta 62) yang berkuat kuasa tahun lepas membolehkan Jabatan Audit Negara (JAN) menjalankan pengauditan ke atas 1,856 syarikat berkaitan kerajaan (GLC), kata Ketua Audit Negara, Datuk Seri Wan Suraya Wan Mohd Radzi."
https://www.astroawani.com/berita-malaysia/selangor-agih-lembu-kambing-bernilai-rm6-juta-untuk-aidiladha-521452,"Selangor agih lembu, kambing bernilai RM6 juta untuk Aidiladha",Berita Malaysia,20/05/2025 05:15 MYT,"SHAH ALAM: Kerajaan Selangor memperuntukkan RM6 juta bagi menyediakan 700 lembu dan 1,000 kambing bagi tujuan ibadah korban kepada masjid serta surau di seluruh negeri berkenaan sempena Aidiladha pada bulan depan."
https://www.astroawani.com/berita-malaysia/kementerian-perpaduan-negara-lulus-rm21-juta-untuk-program-misi-sukarelawan-siswa-521434,Kementerian Perpaduan Negara lulus RM2.1 juta untuk program misi Sukarelawan Siswa,Berita Malaysia,20/05/2025 04:45 MYT,PUTRAJAYA: Kementerian Perpaduan Negara meluluskan peruntukan RM2.1 juta bagi pelaksanaan MADANI Berkhidmat Sukarelawan Siswa serta program kesukarelawanan lain pada tahun ini.
https://www.astroawani.com/berita-malaysia/dbkl-giat-laksana-integrasi-ai-dalam-pengurusan-bandar-pintar-521444,DBKL giat laksana integrasi AI dalam pengurusan bandar pintar,Berita Malaysia,20/05/2025 04:30 MYT,KUALA LUMPUR: Dewan Bandaraya Kuala Lumpur (DBKL) giat melaksanakan integrasi kecerdasan buatan (AI) dalam pelbagai aspek pengurusan bandar pintar dengan dua inisiatif utama diketengahkan iaitu kembar digital dan pengurusan trafik berkuasa AI.
https://www.astroawani.com/berita-malaysia/kanakkanak-perempuan-11-tahun-hilang-dihanyutkan-air-longkang-521467,Kanak-kanak perempuan 11 tahun hilang dihanyutkan air longkang,Berita Malaysia,20/05/2025 00:15 MYT,KUALA LUMPUR: Seorang kanak-kanak perempuan warga Rohingya berusia 11 tahun dilaporkan hilang selepas dihanyutkan arus deras air longkang di hadapan Dewan Majlis Perbandaran Ampang Jaya (MPAJ) Kampung Cheras Baru hari ini.
https://www.astroawani.com/berita-malaysia/berita-tempatan-pilihan-sepanjang-hari-ini-521360,Berita tempatan pilihan sepanjang hari ini,Berita Malaysia,19/05/2025 23:59 MYT,"ANTARA pelbagai berita dalam negara yang disiarkan di Astro AWANI, berikut adalah yang paling menjadi tumpuan sepanjang Isnin, 19 Mei 2025."
https://www.astroawani.com/berita-malaysia/dbkl-jadi-tuan-rumah-forum-berimpak-tinggi-pada-ogos-521428,DBKL jadi tuan rumah forum berimpak tinggi pada Ogos,Berita Malaysia,19/05/2025 23:45 MYT,"KUALA LUMPUR: Dewan Bandaraya Kuala Lumpur (DBKL) akan menjadi tuan rumah beberapa acara berimpak tinggi bersempena Malaysia sebagai Pengerusi ASEAN 2025 bermula 10 hingga 15 Ogos ini, kata Datuk Bandar Datuk Seri Maimunah Mohd Sharif"
https://www.astroawani.com/berita-malaysia/kanakkanak-lelaki-berusia-11-tahun-ditemukan-lemas-terjatuh-sungai-521462,Kanak-kanak lelaki berusia 11 tahun ditemukan lemas terjatuh sungai,Berita Malaysia,19/05/2025 23:27 MYT,"KEPALA BATAS: Seorang kanak-kanak lelaki berusia 11 tahun ditemukan lemas selepas dipercayai terjatuh ke dalam sungai di Kota Aur, Kuala Muda Penaga di sini petang tadi."
